name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;873;0;873;3057;1563;3057;1722;0
header;102;188;102;222;1890;222;1890;188
A;1474;122;1474;122;1475;122;1475;122
A;1521;184;1521;187;1522;187;1522;184
A;895;255;895;283;915;283;915;255
A;1582;542;1582;542;1582;542;1582;542
A;1428;658;1428;658;1428;658;1428;658
B;902;925;902;951;921;951;921;925
B;1114;993;1114;1007;1122;1007;1122;993
D;1464;1026;1464;1053;1492;1053;1492;1026
B;1342;1128;1342;1143;1350;1143;1350;1128
A;1430;1376;1430;1391;1438;1391;1438;1376
C;908;1589;908;1618;931;1618;931;1589
A;1077;1832;1077;1847;1085;1847;1085;1832
A;1404;1862;1404;1862;1404;1862;1404;1862
A;1392;1890;1392;1890;1392;1890;1392;1890
A;1478;2228;1478;2228;1478;2228;1478;2228
D;918;2265;918;2293;939;2293;939;2265
A;896;2437;896;2444;901;2444;901;2437
A;1272;2512;1272;2512;1272;2512;1272;2512
A;1078;2573;1078;2588;1085;2588;1085;2573
A;1060;2954;1060;2954;1064;2954;1064;2954
A;916;2972;916;2972;916;2972;916;2972
